,site,date,stars,title,text,location
11,www.amazon.com,2023-01-12T19:45:23.000Z,1,Disappointed.,"Disappointed. Looking for some chairs, i saw they work together with one of the greatest scam firms you can imagine. Menzzo.fr, all they do is ripping off people, just look at their FB page. Was really puzzled, that malafide companies like that can sell their products on Amazon!",BE
12,www.amazon.com,2023-01-12T09:47:09.000Z,1,I booked electric blanket for a patient…,I booked electric blanket for a patient . They delivered a damaged product . I asked them to exchange the product on 5 Jan the person came to collect on 9 Jan at 8:50 pm all of a sudden but on that day we were in hospital so i requested the person to collect on 10 but no one came. Since then i am continuously requesting customer care to exchange but   no one coming for exchange and on software they started displaying product delivered. I tried to request customer care but they are simply showing their helplessness. No one is bearing the responsibility.,IN
13,www.amazon.com,2023-01-12T22:53:50.000Z,1,Amazon does not hold up their end of…,"Amazon does not hold up their end of the deal. I pay $139 yearly to get Prime 2-day shipping, but now it's normally 4-6 days on ANYTHING ordered from Amazon.   There's a huge Amazon Distribution Center located just 56 miles from my house, but they still can't deliver anything now in less than 4-6 days.  I won't be renewing Prime membership in 2023, when I can order the same items from other retailers for the same price if not cheaper with the same delivery time that Amazon is providing now.  Unfortunately, Amazon has done away with what got them to the top of the food chain...but giants fall too.",US
14,www.amazon.com,2023-01-13T17:49:39.000Z,1,So disappointed in the sudden change in…,"So disappointed in the sudden change in shipping speed.  One of the best things Amazon had going was fast delivery.  I ordered a turtleneck that was defective and had to return after waiting 12 days for delivery.  Now I must wait another 12 days for delivery of the new one.  Winter in FL may be over by the time it even gets here..!!  I'm assuming these unbearably slow delivery times are due to the recent layoffs at Amazon. It's the customers that are suffering from this - the whole platform has now changed.  I used to go to Amazon first when I needed something delivered fast, but now they've lagged behind all other online delivery hubs and they are my last choice because of this.  Wake up, Amazon and get it together!",US
15,www.amazon.com,2023-01-12T17:48:54.000Z,1,Does the richest man in the world really need my £79?,"Does one of  the richest men in the world really need my £79? I purchased a stereo from Amazon which on their website stated had a 36 month warranty. The manfacturer on their website state that I must contact the retailer i.e. Amazon in relation to any claim under a warranty. And when I contacted Amazon today, although  my claim is still  within the warranty period, their customer service operative told me that I should forget about the one month remaining of the warranty because I have had 35 months of use! That is the type of ""Customer service"" that Amazon provides... Nice company to do business with..",GB
16,www.amazon.com,2023-01-12T01:36:45.000Z,1,Free,"This is very annoying to order and the order is delivered to the wrong address. The drivers must not be able to read the English language, maybe it would help if they typed it in another language. This happens to often. Once it is sold who cares if it gets delivered to the right person. And don't tell me it was free delivery.  Nothing is free in this world it is always added to the cost of the goods plus O&P for every person to handle. On sale my ass!",US
17,www.amazon.com,2023-01-12T00:09:20.000Z,1,Incompetent supply and indifference to buyers' needs,"I have been buying Orangina, a common soft drink, for years. Last December, the waiting time for an order increased to around 3 weeks. I found that ordering directly from the vendor, still through Amazon, shortens the wait to around one week or less, implying that Amazon vastly underperforms and doesn't care for its customers' satisfaction. Now, this item is no longer available from the same vendor. It is still in stock only at exorbitantly expensive prices.",US
18,www.amazon.com,2023-01-11T20:27:14.000Z,1,Bombay callcentres…NO thanks!!!!,From now on i will check with any company i shop from where their call centres are based… amazon have seriously dropped in my estimation with the complete clueless cabbages they have working im their customer service.. I will now be taking legal action against these crooks who have stolen £300 from me  Absolutely raging angry,GB
19,www.amazon.com,2023-01-12T13:21:57.000Z,3,Important update on Amazon help desk,"Important update on Amazon help desk .  Amazon Support 1-858 (666)-(0943),Phone number for Accounts and Billings office is open Mon-Fri at Salinas CA. I have been with Amazon for approximately 4 years. I purchased products as I usually do and all of a sudden my account were on a ""security hold."" This had not happened since I set up the account, which makes sense. Unfortunately for me, customer support would not explain why there was a ""security hold"" on my account when nothing had changed. They just told me I had to wait 8 days to recover my account. Excellent customer support and accountability for what they do with your account.",US
20,www.amazon.com,2023-01-11T08:29:38.000Z,1,So my order that was placed on 18th…,So my order that was placed on 18th December 2022 has still not arrived. I was advised last week that it is being investigated and I would be contacted on Monday and guess what it's Wednesday and still no response. This order was a present and this is totally unacceptable customer service.,GB
21,www.amazon.com,2023-01-13T19:51:08.000Z,4,Love amazon!,"Love amazon. Their shipping for prime speed has gone down but it still is a business I always use for buying stuff.  They also have great rewards from credit card, which always helps .",US
22,www.amazon.com,2023-01-11T12:44:38.000Z,1,"sold me invalid item, promised free shipping but refused refund.","I placed an order on the 6th December for a PS5 + god of war bundle. On the 31st Dec I get an email, that the order was cancelled but if I placed a new order amazon would refund the shipping cost for my inconvenience. I reorder and find out they will not refund the shipping cost as promised. The game included in the bundle is locked to US region only and I live in Europe. This too would not be refunded even though they agreed the information was not provided before the order. To top it off, customer service put me on hold for 38 minutes before cutting the line.",DK
23,www.amazon.com,2023-01-13T02:10:26.000Z,3,A necessary evil,I think amazon are an awful company but due to online shopping being a must for some items you are left with little choice but to use them occasionally. The only good thing with amazon is it is easy to get a refund.,GB
24,www.amazon.com,2023-01-10T15:07:03.000Z,1,Ordered a workout bench via the app on…,"Ordered a workout bench via the app on 23 December 2022 and was supposed to be delivered 31/12-4/1, unfortunately the supplier has not delivered although it had been cancelled on the Amazon website. The refund has not been received and trying to contact Amazon is a waste of time so will enter claim through my credit card company. Be careful. Company that was supposed to delivery is MHSTAR, be careful",GB
25,www.amazon.com,2023-01-10T21:20:04.000Z,2,Items not fit for purpose.,"I'm tired of ordering clothing and footwear on amazon and receiving items only fit for the bin. Haven't ordered any of these items for over a year. Decided to be really careful and took the chance of ordering a pair of boots. True to form, they are cheap rubbish not fit for the purpose. I'm done with amazon untill they start to scrutinies their sellers and weed out all the fake ones!",GB
26,www.amazon.com,2023-01-11T00:45:25.000Z,5,Totally different way of doing things…,"Totally different way of doing things from the selling, after sales, refunds and delivery - spot on fast and very professional. I must have dealt with them at least 30 times and every time delivery on time and 1 time i changed my mind on a purchase and the refund was back in my bank before i got home from the post office. If all delivery companies could take a page out of their book",GB
27,www.amazon.com,2023-01-11T03:24:05.000Z,1,No support,"I opened an account in Australia unknown by my wife then she opened an account with same email in USA (by mistake)  we redeemed a gift card  then ordered a book but it would not take money from gift card so we paid  by credit card in US dollars ,then tried to move gift card to my account would not do it  so closed that emails account or accounts and the card has disappeared and also the book we purchased the support team keep passing the buck I think weve lost both",AU
28,www.amazon.com,2023-01-11T13:58:47.000Z,1,Such a bad experience with Amazon…,Such a bad experience with Amazon customer care .. they make fool of customers.. I have order a thermal set and I have returned that thermal set and now I want my refund.so they are sending me a check without asking me that I want check or in bank account. Now I have words with customer cares person 7-8 times.. they said .. aapki cheque cancel krke refund initiate krdiya h… now today I called to customer care .. they said mam apnka cheque arha h.. mtlb us din customer care ne ek ghanta mera bewkoof bnaya hold pe rkh k .. aaj fir muje ek hr se hold pe kiya hua h.. itni bttmiji kisi local site pe b ni hoti ..,IN
29,www.amazon.com,2023-01-12T13:47:46.000Z,5,Top company,"All the problems with this company in the media is very confusing. Amazon always delivers on the day stated, usually next day, their drivers are competent and rarely cock up, if they do i have ALWAYS been instantly refunded so i can reorder. I can always speak to a personable and competent advisor and the prices on the site are usually cheaper than anywhere else. The £80 approx yearly charge for Prime is worth its weight in gold as it includes top Films and programmes online, free postage however big the delivery. This is a top company and should be given the credit they deserve, as for them paying more Taxes, why should they, the Gov only give it away to other countrys and they get 80% of everyones income anyway!",GB
30,www.amazon.com,2023-01-10T17:56:33.000Z,1,Saddest day; should have been happiest Today I received a sealed amazon…,"Today I received a sealed amazon package that was supposed to contain my engagement ring. What I got when I opened the sealed package which I had to give the courier a code for was an empty ring box. I could not believe my eyes. I have been in touch with Amazon and they will not deal with this until I get a incident/report number from the police. I contacted police Scotland and was told Amazon should file the report for the missing ring, now in tears and no way forward HELP!",GB
31,www.amazon.com,2023-01-10T10:14:50.000Z,1,Poor service absolutely disgusting that…,Poor service absolutely disgusting that now you got to wait 2 months no company does that to you quality is very poor customer services don’t care at all don’t buy anything they are the worst company out there  before  would refund you within 7 days absolutely shocking no one deserves this kind of treatment,GB
32,www.amazon.com,2023-01-12T20:38:19.000Z,1,Amazon cancelled the order.,"I ordered a bosch vacuum I've waited a month for delivery, Amazon prime cancelled without telling me today, so unprofessional I'm discusted. Ref Order #204-5015028-3621123 Placed on November 10, 2022",GB
33,www.amazon.com,2023-01-10T11:19:50.000Z,1,Scammers,"Scammers, robbed my return iPad, Royal Mail confirmed they have received it, they deny receiving it and now I have no iPad and no refund by Amazon.  Do not buy from them at all as they steal your returns and do not refund you and make excuses until you give up.  I’m not giving up on £280! Scammers",GB
34,www.amazon.com,2023-01-11T22:35:58.000Z,2,Delivery drivers don't give a damn.,"I don't mind if they leave it on the doorstep but when they don't even bother opening the gate and leave it on the road all night in the rain, I have to say something. If you can't be bothered get another job, idiot's.",GB
35,www.amazon.com,2023-01-12T02:37:00.000Z,4,Amazon is an often hated occasional necessity...,"Amazon is frequently a lifesaver, delivering what you need as soon as you need it. I leave in two weeks for the trip of a lifetime, backpacking in Cambodia and Laos. I'm a professional photographer sometimes, and it was time to upgrade to include a professional camera drone. The inexpensive EXO Cinemaster II sounded like a great deal, but CAREFULLY reading Amazon reviews, I concluded it was a well-marketed drone, but NOT a great drone. The DJI Mini had many more reviews, almost all positive, so at spme extra expense I went with the DJI. I don't want to give more money to Jeff Bezos, but Amazon -even if you hate it- has its upsides, especially on product reviews and on the sale of unusual items. So, use it when needed, shop local when you have the option.",US
36,www.amazon.com,2023-01-08T21:13:50.000Z,1,NOT I repeat NOT a professional…,"NOT I repeat NOT a professional company. They require you to enter valid bank details to sell on Amazon, but have absolutely no system in place to check the accuracy of those bank details, but instead of just accepting whatever you put, it just rejects them as invalid details, making it impossible to sell because it refuses point blank to accept your bank information, correct or otherwise.",GB
37,www.amazon.com,2023-01-10T06:25:54.000Z,1,Big corporations sticking it to the little guy,It seems every time I have to call Amazon I just about have a panic attack customer service sucks they act like they don’t understand what you’re saying you never get half your stuff and if you do it doesn’t work or it’s broken I hate Amazon but somehow we all need it because they carry all the stuff even though half of it isn’t even real and the other half is going to fall apart in three weeks but the customer service is the worst they don’t speak English bless their hearts they don’t listen they have no idea what they’re talking about they can’t help you nine times out of 10,US
38,www.amazon.com,2023-01-11T19:39:17.000Z,5,My favorite,"My favorite site to shop in. Easy to buy, easy to chat, most of the online support are great with me. The prices can range from cheap to expensive, but hey.. that's how the market works.",BH
39,www.amazon.com,2023-01-09T15:13:38.000Z,1,LOST TOY & MONEY,I ordered a toy for my grandson on the 15th December. I received a e-mail from Amazon saying it would be delivered to my local hub on Tuesday 20th Dec giving me tracking and order numbers. I cancelled my Amazon account on the 21st Dec. I have never received the toy but amazon were VERY QUICK to TAKE the £39.99 out of my credit card.I have phoned them and they say because I do not have an account with them they cannot do anything!! They still KEPT the money though and the TOY!!! Absolutely left hand not knowing what the right hand was doing and appauling customer service. Will NOT be using them ever again,GB
40,www.amazon.com,2023-01-08T20:33:12.000Z,1,Amazon the worst service. Buy local.,"When you are a service the objective is to keep the customers happy. Amazon falls short of this everyday. Firing 8000 people to make your investors happy is not my problem. I ordered a product that I needed today. Now it isn’t coming for another week. Even though when ordering the product I was presented a timeline. A timeline Amazon and I agreed to at the time of purchase. This sounds like a breach of contract that we had. I won’t use Amazon again, and will discuss with other parties if this is indeed a breach of contract.",US
41,www.amazon.com,2023-01-09T20:48:41.000Z,1,Suspended account as soon as it was created,"I mistyped my password once and I was suspended from my own account after creating it. I have my phone number attached to the account and in my country it is mandatory to have a phone number connected to your account. They cannot lift this. I have contacted them through phone, email, live chat, all this wasted time for nothing. They don't help, the account specialists don't know proper English and they don't understand a single sentence I wrote to them. All they said was ""your account was suspended and we will not reply to further emails concerning this issue"". Now that is great. Amazon has BY FAR the WORST ever customer support.",HU
42,www.amazon.com,2023-01-07T15:10:49.000Z,1,Ordered a tea maker from amazon got a…,Ordered a tea maker from amazon got a phone call from the driver telling me he's outside number 32 and my house is 98 so I told him to drive up to mine as it was a bulky package but he refused and made me walk down to number 32 when I got there I asked if he could drive upto my house as the parcel was quite bulky and heavy and to my astonishment refused ..unbelievable attitude . Disgusting service ...,GB
43,www.amazon.com,2023-01-07T17:40:12.000Z,1,Amazon Author Customer Support.,My book is not showing on Amazon.Com but is on Amazon.UK.  I have repeatedly messaged Amazon about this but none of their advisors read my emails correctly. I have tried to raise a formal complaint by asking for details of their procedure / contact but these requests have also been ignored.  I have been disgusted by Amazon’s failure to address these issues.,GB
44,www.amazon.com,2023-01-09T14:07:15.000Z,1,Will not encourage anyone to buy large…,"Will not encourage anyone to buy large items from amazon,  Buying what you like easiest thing to do but if there's a problem no help what so ever  Returning small items easy  Returning large items not possible to get any help.",GB
45,www.amazon.com,2023-01-09T09:29:48.000Z,1,WISH is Faster!!,"Prime Membership includes faster shipping, holiday season and my location (Hawaii) has been taken into consideration.  I have ordered 2 9f the same items from Amazon, one to be shipped to my address and one to be shipped to my folks place in East Texas. My Folks will then mail it to me from East Texas. BTW, They live in a small country town. The package they mail me is sent regular mail or regular UPS, same as what Amazon uses and the package from my folks gets to me first everytime!! In fact in most cases my folks get the item before the item to be sent to my address even ships!! 3 to 5 weeks on average is how long it takes Amazon to get a package to Pahoa Hawaii.",US
46,www.amazon.com,2023-01-07T23:41:24.000Z,1,Agony of Amazon deliveries,"I am so fed up with Amazon deliveries ... having complained a number of times about parcels being left in the communal area of my flats and not my door, the latest parcels were left outside the building, with a number of other residents parcels, and yet my delivery states ""parcel handed to resident"" !!! It is so hard to raise a complaint to Amazon and get anyone to take ownership. Some delivery drivers are great, but others bring the side down and appear to me to be simply lazy.",GB
47,www.amazon.com,2023-01-07T20:38:19.000Z,1,Amazon is digital age blunder not Wonder,"I would rate it one star if I could, they put my account on hold and demanded I provide a copy of the receipt which I cannot provide without logging in. I called and argued with the customer service and they were off zero help. Ask me to fill out a form which would take over 24 hours to resolve the matter which it would not resolve because I do not have the receipt they want. It's crazy that in this digital age company that supposedly leads the way cannot solve the identity over the phone.",US
48,www.amazon.com,2023-01-09T20:44:33.000Z,5,Best online direct store,"I love Amazon. Customer support is ace and top notch, packaging and delivery or collection options set this company apart. I just wish more lockers available as sometimes collection is not an option for some products",GB
49,www.amazon.com,2023-01-06T17:27:47.000Z,1,A company that does NOT care.,"Drivers invariably leave our gate wide open when it has a notice asking to close because of our dogs. They usually say ""handed to customer"" when we never saw them. And complaining to Amazon is almost impossible - you can only criticise the item, not delivery. Just a load of irrelevant tick boxes. We will shop elsewhere whenever possible. Jeff Bezos should be ashamed but he does not give a damn - he just gets richer.",GB
50,www.amazon.com,2023-01-09T12:34:48.000Z,1,Rubbish company Amazon.,Rubbish company Amazon.. said they were cancelling an item on Friday they had plenty of chance to cancel it they've let it be dispatched Monday I'm through with this dreadful company I've closed my account,GB
51,www.amazon.com,2023-01-07T19:57:58.000Z,1,Unreliable and dishonest,"Unreliable and dishonest. Ordered items for a job and they said they were ""Handed to resident"" which was a blatant lie. Customer service is a waste of time and spending time talking to a robot is infuriating . Cancel electrician and let my son down and Amazon's reply ? ""You will receive a refund in five to seven business days"". The first customer service rep said that it was delivered to the wrong address and the second one told me that I should wait twenty four hours as it could still be delivered. Deceit  and lies seem to be the order of the day for Amazon.",GB
52,www.amazon.com,2023-01-08T06:33:30.000Z,3,Amazon and Customer Support,"Customer support could be way better, managed to have my refund for a product but it took a while because the support was not able to provide it with enough proof, everything else was okay but that should be something to work on. (This was something related to Amazon Prime)",CL
53,www.amazon.com,2023-01-06T10:18:27.000Z,1,Driver unlawfully entered my home!,The driver knocked on my door and then opened my door and came inside my house! This scared my wife who was home alone and she fell over. I contacted Amazon and the response i got was that they’ll give feedback to the driver! I have now contacted the police. Under no circumstances should anyone enter my house without my permission. If you have knocked the door have the courtesy to wait. We have a 3 month old child and my wife was home alone. Seeing a stranger inside our home was scary,GB
54,www.amazon.com,2023-01-10T13:30:49.000Z,1,Fed up of being treated like a fraudulent criminal.,"Fed up of being treated like a fraudulent criminal because Amazon keep saying they have delivered parcels which never actually arrived and then argue about refunding the money.  I have been a customer for years and during that time have lived on 3 continents and never had the problems I have had since the beginning of December living in central London! Endless parcels not being delivered and Amazon basically saying I am trying to defraud them.  Seriously! Now they are refusing to refund me over a missing delivery of ink worth approx £45 for which I had already been promised a refund. I have already contacted them and complained about the problems I am having.  So this is the end of Amazon for me.  Once I get the refund, and I will take legal action against them if I have to, I am deleting my account and never using them again.",GB
55,www.amazon.com,2023-01-07T00:00:00.000Z,1,Customer service lies.,"They blocked my account because I left to many reviews at one time. I didn't know leaving 5-10 reviews was an issue. They locked out my ability to leave reviews and deleted all the ones I had left over the years. I've called 3 times and every time they say it will be fixed within a few hours. This has been going on for months. Apparently, they lie to you to get you off the phone. That's not to mention raising prices and doing away with 2-day prime shipping. Less service for more money. Typical these days.",US
56,www.amazon.com,2023-01-10T22:48:38.000Z,1,I ordered a present for my sons…,"I ordered a present for my sons Christmas on 18th December. It arrived 20th December - empty box. I was told not their issue and contact police Scotland. I’ve provided a crime report, a crime reference number, put them in direct contact with the officer dealing with it only for them to continuously tell me they are waiting to validate the police report - they claim this needs to be done by phone.  As we know Police Scotland operate 24/7 - I continually have “associates” telling me they can’t contact the “police dept” as it’s not within their normal working hours.  I’ve been told it’ll de resolved yesterday, then this morning again within 30 mins and now they are refusing to reply to me just responding telling me to get back in touch on 09/02/23. It’s the biggest shambles I’ve ever dealt with in my life. £380 that I will get back.",GB
57,www.amazon.com,2023-01-06T17:20:09.000Z,1,No refund for undelivered goods,"I ordered Xmas presents for my children, which didn’t arrive. I was given a credit for these items and I reordered using the credit, again the item never arrived, despite it requiring a signature that was never given, and they have refused to provide me with a refund for the goods that never arrived because I used the credit - which is apparently not refundable, even if you do not receive what you ordered. A total scam, do not agree to take the credit when you have an issue, as you won’t get your money back if it doesn’t arrive.",GB
58,www.amazon.com,2023-01-11T09:41:32.000Z,4,very convenient,"For people like me who love to shop and don't like to go out, Amazon is very convenient. Hope to provide more preferential services in the future.",US
59,www.amazon.com,2023-01-05T23:36:24.000Z,1,Refuses to process refund,I've had a refund in limbo for a macbook pro for a month and support has been useless and even hung up on me after refusing to tell me their full name.  It should be illegal to hold on to such a large amount of money for so long.  I still have no idea when or if my refund is going to be processed.  I've been an amazon customer since 2002 and the quality of their product has been in constant decline the last few years.,US
60,www.amazon.com,2023-01-05T12:33:51.000Z,1,I received a child’s toy that was…,"I received a child’s toy that was damaged.  I have been trying to return the package to Amazon since Christmas, I have printed several labels.  Evri should pick up from my home address & are not doing so.  I am now stuck with a £50 product & would like my money back.  I have tried speaking to someone on Amazon & still they are not picking up my product.  I now would like a full refund.  I am a good customer of Amazon & feel neglected.",GB
61,www.amazon.com,2023-01-06T00:24:08.000Z,1,Still waiting for my refund.,"I sent an item that was under warranty back to Amazon for a refund six weeks ago...After six weeks I had to contact them looking for my refund.. I spoke with a rep that assured me that my money was on its way back to me immediately and all was good..... Not so... Further week later still no refund and now still waiting... A disaster   ... I wouldn't recommend Amazon because their refund policies are crap, and they lie about making such refunds in a timely manner..",IE
62,www.amazon.com,2023-01-06T07:35:56.000Z,1,Horrible delivery service,Horrible delivery service they were good for awhile now its gotten worse even when it says out for delivery they don't even show up wasteing my whole day I think Jeff Bezos would be unhappy if he found out how these lazy people have turned his business into the worst ever,CA
63,www.amazon.com,2023-01-12T17:02:03.000Z,5,Easy to use platform,"Easy to use platform, no wonder Jeff is one of the richest men in the world. Their top notch customer service says it all.",US
64,www.amazon.com,2023-01-06T03:22:08.000Z,1,Don't get prime. Waste of money.,You pay for amazon then most of the movies you have to pay for. Seriously thinking about leaving. I don't even order that much. You wonder why netflix is better. Pay for all the decent movies. If you don't buy much off amazon. I wouldn't bother. What a waste of money. Oh I wonder if this will actually get posted.,GB
65,www.amazon.com,2023-01-10T19:15:16.000Z,1,Who is the gobshite who works for…,"Who is the gobshite who works for amazon and calls himself stevie M, if you can't reveal your real name and hide behind this alias what sort of Man are you !",GB
66,www.amazon.com,2023-01-05T13:46:00.000Z,4,I've been pretty happy with Amazon,"I've been pretty happy with Amazon. Things always arrive quickly. I've only had one not great experience returning something, but it was my mistake in ordering the wrong size. I was able to return it, but had to pay return shipping since there was nothing wrong with the item. Fair enough.",GB
67,www.amazon.com,2023-01-04T17:28:44.000Z,3,"Late, torn open or even empty packages","I've been a prime member like forever. This past year, numerous orders have taken a week or longer, when said to be delivered within 2-3 days. Some I was able to cancel, others could not be cancelled. Also, more and more packages are damaged or torn open. I even received one order (vitamins) where the envelope was EMPTY and looked like it was never sealed. It's been pretty aggravating...",US
68,www.amazon.com,2023-01-11T06:05:32.000Z,1,Don’t trust same day delivery option,Ordered same day delivery and it’s not coming - not the first time this has happened. What’s the point of offering the service if you can’t deliver?,US
69,www.amazon.com,2023-01-09T20:56:46.000Z,1,Poor customer service,"If you are EBT you get 50% off Amazon Prime. If you have updated your debit card or bank card from when you first signed up you'll be in trouble if you need a refund like me. I had to update my debit card and needed a refund from Amazon. Guess what? They sent the refund to the original card when you signed up.  That was three bank cards ago. I explained I have an updated bank card and they didn't want to help. I spoke to a supervisor who said ""contact the bank and ask where the refund is.""  I said to Amazon, which bank card last 4 digits did the refund go to so I can tell the bank to check my older bank cards. Amazon did not want to disclose that information. I had to call 4 times, the first 3 times I got put on hold and they hung up on me after 10-15 minutes. The Virtual Chat was better help than talking with a live person.  Poor customer service!",US
70,www.amazon.com,2023-01-05T15:22:04.000Z,1,Awful awful awful service,"Awful awful awful service, Its better to buy from other businesses rather then these crooks who just dont care about their customers. Order a a g shock watch for my son and it arrived broken it was like somebody used it before and just shipped it to us. Shame on amazon.",GB
71,www.amazon.com,2023-01-07T20:56:50.000Z,1,Can't follow instructions,My problem I have with Amazon delivery employee's I live in senior citizen building where you have to come inside the building in order  to get to the unit's My instructions clearly say knock on the door I'm doing my part tracking the package by watching the phone my neighbor walk by  knocked on my door to let me know the package was was just sitting outside the door  someone could have picked the package up and just walked away all because you were too lazy to just knock on the door but you took time take picture to prove to Amazon that you left the package I would think different if I had lived in house where I had ring on my door and you just left package on the porch this happens every single time  👎👎👎👎👎,US
72,www.amazon.com,2023-01-06T19:15:55.000Z,2,Delivered orders not arriving,"For the third order consecutively, the item has been marked as ""parcel handed to resident"".....and yet no-one has been to the house. This clearly indicates that Amazon delivery drivers have some kind of scam going and someone is stealing orders and reselling them. Once, I can accept but 3 times? And I note that I am not the only customer encountering this problem. I contacted customer service and after being cut off once, I was eventually allowed to reorder both items. I had the distinct impression however, that the agent was not that bothered and I am sure that no effort will be made to find out what is going on. After all its not the agents money is it?",GB
73,www.amazon.com,2023-01-05T20:33:33.000Z,1,Amazon driver did damage to our property,"Amazon driver tore up our yard. When I called to complain the driver admitted it and Amazon said they would fix it. After calling them for 3 months with no response, they ultimately said they will not pay for it since there is not a police report even though their driver admitted to tearing up our yard. After more research, I found out that the drivers can destroy and steal your property and Amazon will never give you a dime. Hopefully their shareholders do their research and learn how Amazon treats their loyal customers. Glad to report that my entire family are no longer Amazon shoppers.",US
74,www.amazon.com,2023-01-04T20:32:25.000Z,1,Amazon breaking GDPR Regulations,"Delivery driver failed to inform me why he was requesting personal information, failed to inform me of any retention of information and who it will be shared with which the company is required to in line with GDPR REGULATIONS.  When I challenged him on why he was requesting the information he accused me of having attitude and refused to deliver the parcel and further refused to listen to my reasoning on why I challenged him,  the delivery driver had a serious attitude problem and clearly had aggression issues.",GB
75,www.amazon.com,2023-01-07T19:03:46.000Z,1,Dreadful customer service,"Don't expect prompt delivery from this lot. Ordered an item yesterday for delivery today in accordance with my prime membership. They said it would be delivered by 9pm today. At 9.05pm the message was that it hadn't even been dispatched! This is a service you pay extra for. A whole day wasted again. Absolutely disgraceful! 7th Jan... Still not even dispatched! Absolute bunch of unprofessional clowns! Tried to cancel today (8th), told by Amazon that I can't even though it hasn't been shipped yet! Absolute joke when it comes to sticking to promised delivery times and non-existent customer service.",GB
