,site,date,stars,title,text,location
10,www.apple.com,2023-01-09T13:53:06.000Z,1,Just how bad can it get?,"Apple support. A repair needed that is covered by Apple care. A 30 minute call with an agent. All done. ""Returns box on it's way to you""..... Except it wasn't. Three weeks later a 40 minute call with an agent. ""All done, just pay the invoice"".... except the system would not accept payment so another 20 minute phone call paying by voice. A week later, box arrives, no returns label. A 20 minute call with an agent. Now it's a new repair. Now I need to pay. .... Except, you guessed it .... the payment process does not work. shambles!  Total utter shambles. rubbish.",GB
11,www.apple.com,2023-01-09T20:47:55.000Z,5,Products and support are reflected in consumer choice,I love apple products and not their stores. Unparalleled products and technology support. I also love the upgrade scheme and apple sessions. It just goes to show just because it is made in China that it does not mean low end quality but the exact opposite,GB
12,www.apple.com,2023-01-09T15:16:12.000Z,1,Don't upgrade to Ventura,"I was invited to upgrade my Mac Mini, Monterey to Ventura. I trusted them. The result was that my Mac Mini no longer recognizes my password. What an absolute nightmare. Ventura is full of bugs, avoid like the plague.",GB
13,www.apple.com,2023-01-06T20:51:53.000Z,1,The Fraud of Live Chat with an agent,"Live Chat with an agent:  Apple is putting Humans to Robots,, this criminal waste of human time and energy. This should be punishable with high penalties. If Apple cannot hire humans for customer service then  Why not Apple employ Robots for production?, Why would humans work in Apple factories?, it is Good humans are running away from Apple factories.",CA
14,www.apple.com,2023-01-06T09:53:31.000Z,1,Worst customer service,"As many others I have been an apple customer for many years, their service has become the worst in the industry, their products have become a scam. I would not recommend apple these days and they really need to rethink their policies because the company is slowly dying. Definitely, they are losing the prestige that they used to have",GB
15,www.apple.com,2023-01-10T12:50:02.000Z,2,Credit doesnt show,Normally love my apple device. But wanted to buy something in the app store so I did the money transfer with €15 but the credit score stays 0. Idk what to do..,NL
16,www.apple.com,2023-01-06T15:12:46.000Z,1,Don’t buy the colored Apple iPhone…,"Don’t buy the colored Apple iPhone leather cases. The paint comes off and the $70 case looks like trash after less than 3 weeks of use. Apple didn’t dye the cases, they barely slapped a coat of color on top.  I called Apple Support, they called this normal wear and tear 🤦‍♂️",CH
17,www.apple.com,2023-01-05T16:27:47.000Z,1,After a previous upgrade,"After a previous upgrade, it’s become very hard to set wallpapers.  I have to jump through hoops to get it to work.  It use to be a simple matter of opening wallpaper and selecting from my photos.  Now it wants me to set focus and set a wallpaper.  That is a lot more complicated than it sounds.",US
18,www.apple.com,2023-01-05T01:59:11.000Z,1,My Apple Watch display turned off,"My Apple Watch display turned off, otherwise it's on. Contacted customer service, they sent me to Best Buy, where I was told that they don't repair Watches! Don't Apple customer service know about it!  Wasted my hours to visit and days to wait for my appointment. Finally I called them again, and this time they aren't able to send me shipping information to store. Such a pathetic service.",US
19,www.apple.com,2023-01-05T09:57:09.000Z,1,Terrible service and not willing to…,Terrible service and not willing to help recirify this when the issue is an apple error. I will never be buying an apple product ever again and will.let everyone I know how inferior the service and the products are. I have used apple products for 15 years...no more!,AU
20,www.apple.com,2023-01-04T10:46:05.000Z,1,Made an online purchase of the 14 Pro…,"Made an online purchase of the 14 Pro on the 9th of December and it's been nothing short of ridiculous from the start, and I've still not yet received the unit.  The amount of calls made over reasons that would be too much to document is a farce! They should be ashamed of themselves!!",GB
21,www.apple.com,2023-01-03T21:03:22.000Z,1,Apple TV+ Without iDevices...,"Daughter - Android user - tried to subscribe to Apple TV+ to watch on a Firestick. The single most convoluted, confusing and obscure online purchase process of my (and her) entire life. What a pile of crap. Payment methods added - which then seem to disappear overnight - probably explaining why things no longer work the next day. I have a Mac/iPhone/iPad - and it does work okay. But if you don't have these things... Apple make it as stupid as it could possibly be.",GB
22,www.apple.com,2023-01-04T21:16:03.000Z,1,I had a 3 month free trial with Apple…,"I had a 3 month free trial with Apple TV  I didn’t want it to renew so I cancelled the trial. Normally when you do this you have access to the service until the end of the free trial period. Not with Apple, the service was ceased immediately",GB
23,www.apple.com,2023-01-03T12:00:29.000Z,1,Very bad purchase experience,"An important purchase from the Apple Store became a nightmare just because I was abroad when I placed the order. Endless calls and chats just to explain the situation and reschedule the shipment, with the result that my item was still delivered to someone else without my consent and no one can explain to whom or why - at the moment I have no idea if I will ever find it when I get home. The customer support staff always did their best with great kindness – I think the problem is structural, and Apple as a company should definitely review its sales procedures.",DE
24,www.apple.com,2023-01-07T22:01:35.000Z,5,The BEST EVER User Support Service”.   I’m Proud of being Indian Sr citizen of…,"I’m Proud of being Indian Sr citizen of 69 yrs.We all family members are big fan of iPhone and Apple’s all products with proud feeling as it’s users. Today again I got excellent support service / guidance from a very good Sr Advisor Mr. Bhupesh Khurana, for use of latest Best features for security, privacy safety and find my phone, in iPhone , compared to any other company’s cell phone !. It’s my THE BEST ever experience in my lifetime, of getting the best service in my requested slow speed of his speech and by his valuable 90 minutes !,for solving my all queries. 🎩 off to him and specially to great Apple Co. I sincerely recommend to all cellphones users to buy, always, only the iPhone who can afford it. In long term, user will feel “it is with reasonable price and most comfortable or easy to use it”,specially for sr citizens.",IN
25,www.apple.com,2023-01-02T07:24:07.000Z,1,Bought an apple watch SE2,"Bought an apple watch SE2, couple of weeks before boxing day. Was told that they are not having any sales.  At boxing day they had $80 voucher for any watch purchase and $150 for iphones etc. So I was mislead to make a quick sale. I contacted them and asked what can be done about it. They did not want to help. So this is it, I would rather buy elsewhere.",AU
26,www.apple.com,2023-01-06T00:49:44.000Z,1,Disgusting service,"I purchased my iPhone 12 in November and after 31 days stopped working  - a day before my holiday. I rang apple and I have been advise that there is nothing they can do .. they couldn’t replace a phone or provide replacement for me so I could take it with me on holiday. I have spoken with senior manger and explain my situation… my tickets and documents were online,  I didn’t want to go to the different country with my child without  being able to communicate,  especially during Christmas period. Luckily I was able to borrow old phone from my neighbour. I have dropped my phone when I return from holiday and it meant to be ready in 2 days. It’s has been 10 days now and I am still without phone - no update, text or email . Very disappointed.",GB
27,www.apple.com,2023-01-02T01:50:30.000Z,1,My iphone got stolen and the muggers asked me to log out of my apple ID…,My iphone got stolen and the muggers forced me to remove Apple ID as well. Tried contacting Apple but they insisted on filing a claim online which I'm unable to. I have also been paying for my apple care plus theft and loss coverage but What's the point of purchasing apple care when I am unable to claim it?? I also have a receipt of my newly bought iphone but the apple care people were still unable to help me. I didn't expect such bad service from a company as big as Apple.,GB
28,www.apple.com,2023-01-01T02:42:32.000Z,1,The scales have fallen from my eyes,"The scales have fallen from my eyes. I believed the apple glossy spin. I ordered an iPhone 2 weeks ago. It is clearly lost by DPD. Apple reps’ training is to sympathise with customer, say they would help you personally, if they could, but they can’t. That act as a shield/buffer, as though they are helpless and at frustrated and upset for you ….but can’t do anything. Unacceptable, belittling, condescending. Great staff training.",GB
29,www.apple.com,2023-01-04T20:29:08.000Z,1,Horrible self congratulatory company,"Horrible company. When things go wrong, you can get lost or buy again. New Apple TV remotes are rubbish, buttons inconsistent. Phoned Apple they want £59 for a replacement. Only bought device in November.",GB
30,www.apple.com,2023-01-10T16:17:44.000Z,2,Very expensive and not flexible to use,Very expensive and not flexible to use. It might look superior but not user friendly hence the poor rating.,ES
31,www.apple.com,2023-01-02T18:53:33.000Z,1,My husband bought an iphone 10,"My husband bought an iphone 10, one day he was with his brother and the phone suddenly opened with his brothers face, we were in shock, do not rely on iphone being safe and reliable, we called applr and they said they can not do anything about it I said we have lots of private stuff in this phone and everything opens up with my husband face what if someone can unlock the phine this easy and take all the information he just finished the phone call with an apology I am in shock I can not believe for such a big company they are not willing to take responsibility, Apple needs to do something about the this , I will wait for a response.",GB
32,www.apple.com,2023-01-06T15:11:29.000Z,1,lost all my music because they weren't…,"lost all my music because they weren't purchased through apple. I even backed up my iphone before doing anything but cant even restore from back up. over 1000 songs lost, never to be retrieved again. Apple products and services have become a scam, this has cost me hundreds of hours of lost time, ive spent thousands on apple devices due to the ""seamless"" integration of there products, this is no longer true, the integration between apple devices is the least seamless experience i have ever encountered in the IT industry (im an IT professional). How is it that integration  between an android phone and a windows PC is better than the integration between an apple phone and an apple PC? its absolutely ridiculous, its this seamless integration that we used to be happy to pay for with apple, I will never purchase an apple device ever again. IMO this is a case of false advertisement.",GB
33,www.apple.com,2023-01-06T10:43:53.000Z,5,Fantastic service,Fantastic service in downtown Manhattan store (grand central) Love these guys. Always help with any issues. Great products as always. I do all my work on them,US
34,www.apple.com,2023-01-05T19:16:00.000Z,3,They keep asking me to pay for every…,"They keep asking me to pay for every important App, it’s very bad this operating system doesn’t have room for free useful applications unlike android that is more flexible.",FR
35,www.apple.com,2022-12-31T22:40:28.000Z,1,I do not why the supervisor refused to…,I do not why the supervisor refused to answer the call  I have a order W1088611318 and the order return delivered on 12/19 and sign by their agent.  But still no refund no update and NOW the return has been expired.  I was been promised getting update on 12/29 still no update  then i called again the supervisor who name Emily refused to answer my call and just tell customer service agent tell me just wait another 5-7 business day  Now the return has been expired  I need a reason why she is refusing the call and reason for it I keep been nice all the time I need a reason,US
36,www.apple.com,2022-12-31T05:14:21.000Z,1,horrible service from Apple Care +,"horrible service from Apple Care +. At the time I purchased apple care plus there was no mention of a large amount $1299 hold that they would place if your phone gets damaged. When i filed a claim they wanted to place a large hold of $1299 on my credit card till i return the old phone, and this was never mentioned during the time i purchased the pllace care plus. So now although i pay for apple care plus they wont repair or place my phone. Apple is a horrible company. Now I have a broken phone and i still pay for apple care without any support from them",US
37,www.apple.com,2022-12-28T08:23:59.000Z,2,Appalling customer support,"I’ve used Apple products for about fifteen years and have really enjoyed them. However, if you have a problem with any of their products there is absolutely no way of getting in touch with them successfully. I’ve had an issue with the recent operating system upgrade meaning that one feature now doesn’t work at all yet through getting in touch on live chat and then on the website I have got absolutely no where. Clearly Apple are happy to just take your £90 a month and give you absolutely no customer support at all.",GB
38,www.apple.com,2022-12-26T16:10:07.000Z,1,Apple watches total rip off!,Apple website claims that apple watches are compatible with 3.  They are not.  Wasted money topping up sim card for 3 to tell me they have no eSIMS.  Now I have had to sign up for an EE contract deal and then I will have to pay £7 a month over and above so the watch works cellular.  Absolute rip off!,GB
39,www.apple.com,2023-01-05T18:42:05.000Z,3,The batteries don’t last as long as the…,The batteries don’t last as long as the android versions but I can see how durable and safe Apple products are so I still prefer them.,GB
40,www.apple.com,2023-01-07T01:15:12.000Z,1,Horrible company,Horrible company. Scam artists and censorship of free speech... They should be banded and bankrupt... Worst products ever.,CA
41,www.apple.com,2022-12-24T13:47:44.000Z,1,Apple won’t repair/replace for their own crap hardware,"iPad fails to activate after doing a restore. Apple says it’s a hardware issue and said all they can do is replace for about £450. iPad is only about two years old - out of warranty. The customer service rep who supported me was great, and she seemed to have made a lot of effort to investigate, but Apple won’t budge.",GB
42,www.apple.com,2022-12-22T17:03:17.000Z,1,I never held large amount of funds in…,"I never held large amount of funds in any apps(devices). Then I added direct deposit. And got a large sum. The next day my phones internal antenna breaks, they said it can’t be replaced and my phone is now worthless. How was my question, all the features are working. I’m making Wi-Fi calls. Lol. I paid 650 bucks to replace my phone. They scammed me. Put it simply. I will never again buy any apple products",US
43,www.apple.com,2022-12-23T22:56:17.000Z,1,Rubbish service from Apple,"Currently own an iPhone 12 under a year old so still under Apple 1 year warranty, the battery has started to play up where it’s dying at 70% and dropping quick and not lasting no more than 2 hours, iv raised this with apple who are not willing to look at the phone nor replace the battery. Terrible Service",GB
44,www.apple.com,2022-12-30T02:59:53.000Z,1,I bought an apple watch,I bought an apple watch. It was still under warranty but i could not reset the watch. I took it to apple stores 3 times. They could not do it either so they tiold they feel sorry for me.,US
45,www.apple.com,2022-12-22T00:54:02.000Z,1,I’ve ordered a 14pro twice,"I’ve ordered a 14pro twice. Several weeks ago, I was told it would be 3 wks til delivery…nothing. No email confirmation, no $ charged to card. Ordered same yesterday;14 pro seemed to be available. Clicked ‘place order’ and..nothing. Something is seriously wrong with this company. But they won’t admit it. Their board needs to be fired. They are NOT doing a good job. I want a phone! My old 10.5 has no more storage. Reconfigured everything and it’s not enough. I just want a phone….",US
46,www.apple.com,2022-12-21T23:33:38.000Z,3,I’ve bought the double charging unit,"I’ve bought the double charging unit, the idea is for it to stick on a wall  It charges my phone and watch, it does charge really quick but when I sleeping it falls on the floor  So both my phone and watch have fallen a few times any idea how I can stick it too the wall , I’ve tried 2 kinds of heavy duty stick hooks no luck",GB
47,www.apple.com,2022-12-26T15:32:54.000Z,4,Apple gadgets are the best,"Apple gadgets are the best, I love Apple products but they make repairability as hard as they possibly can while trying to keep an environment friendly image. I wish they would take a step towards sustainable technology.",US
48,www.apple.com,2022-12-21T11:21:14.000Z,5,Love my phone/watch/earbuds.,"I love apple. I think their designs are incredible and their technology literally works so well. However, I would like to hear more about what they’re doing to combat environmental factors. Can’t help but wonder if that’s the reason they’ve stopped including plugs? Or maybe I’m just a relentless optimist.",GB
49,www.apple.com,2023-01-10T16:13:25.000Z,4,Excellent support service,Excellent support service. 4 because of the pricey last model line.,US
50,www.apple.com,2023-01-06T22:05:31.000Z,5,Can Apple Support be of use to me?,"5 stars for professionalism, but maybe 2 stars for knowledge? After purchasing a new Mac I called apple support to help set up my airdrop.  I was told  to connect the bluetooth, but after a lot of work the devises never would support a connection.  After a screen share session and much effort  I was told the computer was probably not working.  So I returned it and purchased an upgrade iMac.  The same thing happened though.  I then called tech support 3 different times to see if they can help me connect my newer iMac bluetooth to my iPhone.  After sensing a bit of  confusion l I was wondering why tech support seemed quite uninformed about this issue. Not one of the 4 calls resulted in clarity that bluetooth is not supported or necessary. For such info I was able to discover within my own research that these devise do not connect via bluetooth.  The airdrop is automatically supported between devices.  It took a lot of back and for with Apple, and a big hassle it was to say the least.  I just wonder why tech support did not know this basic info.  I realize the information is easily discoverable via a Google search.  I probably will no longer rely on Apple tech support any more after this experience.",US
51,www.apple.com,2023-01-02T16:28:08.000Z,1,My son had his iPhone stolen whilst…,"My son had his iPhone stolen whilst unlocked, by a man in London in the early hours of New Years day. He showed an interest, acted friendly, then snatched it and ran. He/they drained his account and changed his number. Most organisations have been helpful; i.e. banks, fraud office etc.  Apple however just state there is nothing we can do? Adding, he needs to buy a new phone and set up a new account. They cannot even tell us if his old iCloud account is being used? How can you walk about with a phone permanently locked? The thieves basically have his identity! He rang Apple this morning and, as a caring father, I have just rung them too. In short, Apple staff have been rude and powerless to assist in a time of need. Technology seems amazing, until the user really needs assistance, then it just appears to be about getting more money from us. Why can't they close his old account, reassure him, and help him set up a new account?  Why can't they be civil and helpful to their customer?",GB
52,www.apple.com,2022-12-31T09:23:32.000Z,5,Always Amazing - Fantastic Products and Support Every Times,"I have always had a great experience with Apple.com. From the moment I place an order, I know that my products will arrive on time and in excellent condition. I have never had any issues with their delivery process and the products themselves are always top quality. One of the things I love most about Apple is their fantastic support. Whenever I have had a question or issue, their customer service team has always been quick to respond and extremely helpful. They have gone above and beyond to ensure that I am satisfied with my experience. I always recommend Apple to my friends and family because of their excellent products and top-notch customer service. They truly stand out in the tech industry and I have never had a negative experience with them. If you're considering making a purchase from Apple, I would highly encourage it. You won't be disappointed!",GB
53,www.apple.com,2023-01-03T00:16:43.000Z,5,Rocking all Apple products for years…,Rocking all Apple products for years and haven’t found any reason to try other brands they are definitely the best but a bit expensive.,FR
54,www.apple.com,2022-12-22T18:26:29.000Z,1,Customer service is shocking,"Customer service is shocking. There are so many things wrong with them. One arranges calls with them and you constantly get the automated answer when you pick up the phone saying we tried to contact you, but there was no answer. Secondly, when you are fortunate to have a call with them, you constantly get cut off, and you then have to arrange another call and start all over again talking to another member of staff. In general, they lack complete understanding of the customer and really are shocking They promise call backs, yet this doesn’t happen I would not even give them one star",GB
55,www.apple.com,2022-12-20T12:12:54.000Z,1,Horrible,"Horrible. I haven't been able to fill out the support form for an hour. Yesterday I managed to send it successfully, but it was rejected, even though I attached the invoice. If I knew it was so problematic, I would have stayed better with another manufacturer, I have never had similar problems.",LT
56,www.apple.com,2022-12-24T11:29:52.000Z,1,iPad Pro 3 years old power supply failed and for policy in not repairable,"I bought an iPad Pro 3 years ago that I use for my job. Suddenly the power supply broke without any earlier signs.  I brought it to an Apple store to check and I discover that there is NO repair policy for such a device.  This was a very negative surprise and it is, in my opinion, unbelievable that for such device repairs are not possible.  I think this shall be communicated upfront to professional users that are buying that product for work. I felt very frustrated by that experience and it raised in me doubts about Apple as the brand I always consider a inspiring for both innovation and services. Such policy shall be modified if Apple wants to keep professional users.",IT
57,www.apple.com,2022-12-23T20:46:42.000Z,3,Apple products are always great but  I…,Apple products are always great but  I would like to hear more about what they’re doing to combat environmental factors. Can’t help but wonder if that’s the reason they’ve stopped including plugs? Or maybe I’m just a relentless optimist.,FR
58,www.apple.com,2023-01-03T15:43:04.000Z,5,Best longevity gadget you can own,"Best longevity gadget you can own, they have a far superior operating system that’s why they are safer and better to use.",IE
59,www.apple.com,2022-12-22T18:11:39.000Z,1,I have just had the worst customer…,I have just had the worst customer service in my live from a manager at the call centre in Ireland. I have penned an email to the CEO .I wonder if ill get a reply  I certainly will be more wise on where i spend my hard earned money going forward,GB
60,www.apple.com,2022-12-17T23:13:27.000Z,5,I would like to appreciate 👍and thank…,"I would like to appreciate 👍and thank you 🙏 for the purchase I have made Apple Iphone 11 from Croma Store, Vegas Mall, Dwarka sector 13 New Delhi India 110078. For which, I would like to pay 5 star rating ⭐⭐⭐⭐⭐ for your product and services. Please convey my thankful regards to concern team members band relevant staff. Thank you ! Vijay Pratap Singh 👍 Dwarka Delhi INDIA ✅ 🇮🇳",IN
61,www.apple.com,2022-12-17T16:01:12.000Z,1,genius,my phone was having issues and was dead so i called apple (from another phone obviously). here's how the conversation went. genius: please go to 'settings'. me:       on the phone that isn't working? genius:  yes. me:       you want me to go to 'settings' on the phone that's in front of me and doesn't work? genius:  yes. me:       the dead phone? genius:  yes. GENIUS!!!!!!,GB
62,www.apple.com,2022-12-16T20:35:26.000Z,1,Absolutely the worst customer service…,"Absolutely the worst customer service from their U.K. base. I think they are based in Ireland. I’ve never seen such rude chats, unprofessional emails and the complete lack of taking into consideration their customers needs. Even explaining your feeling suicidal doesn’t sink in. This is a massive dent on the apple brand and needs complete training or restaffing in another location.",GB
63,www.apple.com,2022-12-16T13:52:15.000Z,5,AIRPOD SUGGESTION,"I love Apple products, I just wanted to come on here and make a suggestion for the AirPods. All AirPods, all series. Matter of fact, ALL CELLPHONES IN GENERAL.  I want the voice command (Siri) to understand when I say “SKIP AD” while on YouTube. Wouldn’t that be genius?! Walking to the phone to hit the SKIP AD button is an inconvenience that could be taken care of easily….I think.  Anyway, I still love all Apple products.  Thanks!",US
64,www.apple.com,2022-12-17T13:42:05.000Z,1,Please please do not by anything from…,Please please do not by anything from Apple brought a iPhone 13 Pro in August for £900 there call Center in Ireland was answered by somebody from the Netherlands hasn’t got a clue what you’re talking about and he was very very rude please please do not buy anything from Apple. You have been warned.,GB
65,www.apple.com,2022-12-18T02:53:26.000Z,1,Manager Laura  Yorkdale mall,Manager Laura  Yorkdale mall  at apple store is terrible  Micheal store assistant kept saying to me he knows  He knows and he knows  But never let me explain what I needed  Asked him if he knows then to tell me what I asking him as he did not give opportunity to explain my issue  Terrable service,CA
66,www.apple.com,2022-12-17T23:10:34.000Z,1,You’re not a Doctor’s Office,"Had an appointment time at the Apple Aventura store, we’re now 30 minutes past that and when I ask the Apple rep politely roughly how much longer I might have to wait, and the rep (Carson) gives me a lecture about how I should think of this as a Doctor’s office and that’s why they can’t respect exact appointment times. I’m sorry, what!? Me paying for your product and needing support are in no way relatable to doctors helping patients. Figure out your appointment times and do better. You’re a tech company. Get off your high horse.",US
67,www.apple.com,2022-12-20T11:07:43.000Z,1,The worst online shopping experience…,The worst online shopping experience ever. How can their devices be soooo good and the customer purchase experience online be soooo bad. No communications and the customer service staff were unable to help and so I ended up cancelling my order,GB
68,www.apple.com,2022-12-15T02:10:42.000Z,1,misleading and selling old computers,"Purchases a new Mac mini this week, thought I was getting the latest and greatest. After it was done loading noticed it was a 2018 model. couldn't believe apple sold me a four year old computer, complete waste of $1600.00. three hours later, multiple phone calls and its getting sent back. Apple should clearly show they are still selling old computers. completely disappointed.",US
69,www.apple.com,2022-12-14T12:56:41.000Z,1,Ordered an Apple Watch with the…,"Ordered an Apple Watch with the Milanese loop strap.  I didn't like the way the strap matched the colour of the case, so wanted to return/change the strap alone.  And guess what?  I was asked to return the ENTIRE order (watch AND strap)!!  And why?  Because apple does not itemise watch and strap on their invoice, so they consider the watch and strap to be one single item!  Amateurish mistake from one of the biggest companies in the world.  Pathetic.",GB
70,www.apple.com,2023-01-07T17:28:09.000Z,1,Terrible experience,"Terrible experience. Brought into the Bromley Apple store an out of warranty on Wednesday 4th January which was stuck in recovery mode and the shopfloor assistants tried to update it. They could not do it (waited for 1 hour and 30 minutes) They offered to leave my iPhone overnight so they can try and do it in the morning and then they will contact me with the outcome.  I was contacted today (Saturday) - voicemail was left and email received saying that a replacement phone is ready to be picked up, just bring an ID (no mention of cost or anything) and we got really excited (especially my daughter as we promised that this phone is going to be given to her) thinking that Apple are giving us a replacement unit out of good gesture. After arriving to the Apple Store in Bromley I was told that the replacement iPhone X is going to cost £400 plus VAT to which I was very shocked and surprised as nothing was mentioned about this and if I knew this from the beginning, I wouldn't have come to the store in the first place. I tried to resolve this issue through the store and the complaints department but was told that nothing can be done and bad luck due to miscommunication on their part. No discount or anything was offered towards another unit.  Now I have to tell my daughter that she is not going to have the iPhone because Apple don't care about people's feelings...  My first and last time I am dealing with apple...",GB
71,www.apple.com,2022-12-14T00:01:34.000Z,3,Usually I don't complain about Apple8,"Usually I don't complain about Apple, but I believe everyone that has Apple care needs to know about the claim coverage of a lost/or stolen phone policy.  If you don't turn on you find app they will not honor your claim.  My 68 year old brother found that out the hard way.  I would not have know this if this had not happen to him.  So if you have the insurance with Apple care my sure your Find my app is turned on.  My brother and I will not use the insurance app with our phone carrier instead from now on.  Just FYI",US
72,www.apple.com,2022-12-17T14:39:09.000Z,1,"£1,000 phone, The charger is extra","I purchased a £1,000 phone for my wife and it arrived with no plug.  I called the company and was told no phones have a charging lead or plug.  Apparently it is in the small print.  I asked them why and was told they were 'saving the planet'.  What!  How many washing machines do you but that don't come with a power lead and plug?   I have never liked the Apple business philosophy and this is just about the most crass thing I have ever heard.  No wonder the Apple share price is falling.  Perhaps the people are finally seeing 'the king is wearing no clothes'. Needless to say, I will not be buying any Apple products for myself, ever.",GB
73,www.apple.com,2022-12-17T13:57:48.000Z,5,Adding to the fact that it’s an…,"Adding to the fact that it’s an indigenous company and well loved around the world, love the deigns and set up of the phones. can't stand blue text messages. if they ever give us the option to change those colors..now were talkin perfect!",US
74,www.apple.com,2022-12-21T20:17:32.000Z,1,Apple ruined Christmas,"Apple ruined Christmas. I tried to order a new iPad for my husband thru the app and website. I repeatedly got an error message of page not found. I reached out to customer support because I wanted it to arrive before Christmas and I was told to clear my cache, they are sorry etc etc. I tried to order this morning and it’ll be here AFTER Christmas. I contacted support again and asked them to send me one before Christmas since their app and website would not work. I was basically told to go F myself and drive an hour away to get one. I have many apple products in my home and have spent a ton of money with them and this is absolute BS. Thank you apple for nothing. This was your issue and you did nothing to correct it. I really appreciate it.",US
75,www.apple.com,2022-12-21T14:19:01.000Z,1,I went to trade in my iPhone with apple…,I went to trade in my iPhone with apple and I paid £1575 for it and I’ve been offered £615 and an apple adviser told me that my iPhone was nearly 12 months old and the battery need replacement so i said I would contact apple tech support and get the battery replaced and they checked and the battery is fine as my iPhone is still in warranty. They have no excuse I thought I joined a upgrade deal as I was told this last year and it was a lie I would never of upgraded if that was the case apple should warn customers although you pay a lot for for your phone you won’t get offers much if your a customer and I thought I was being a loyal customer well I will cancel my subscriptions and go else Where also they have the nerve to tell you to sell it privately,GB
76,www.apple.com,2022-12-08T21:14:52.000Z,1,Apple are Rotten,Apple support simply don’t care. After 6 days of fighting to get a refund for 2 failed add ons to an app they refund one and reject the other. There is no reason other than not eligible even though I detailed the request after the rejection and the add on still hasn’t worked. I’ve been with Apple and used there products well over 13 years now and I’m seriously considering giving up on them. A large rip off company who don’t care about the everyday person.,GB
77,www.apple.com,2022-12-26T00:46:21.000Z,1,Just spent about 2 and a half hours on…,Just spent about 2 and a half hours on Christmas Day trying to replace a brand new charger that broke in two seconds. Very unnecessary and annoying process.,US
